Year,Investigation.Type,Country,Injury.Severity,Make.Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2010,Accident,United States,Non-Fatal,Beech 76,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Aero S2R,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2010,Incident,South Korea,Non-Fatal,Boeing 747-300 Series,Commercial,0.0,0.0,0.0,3.0
2010,Accident,United States,Fatal,Cessna U206G,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Hughes 500,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-18-150,Business,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2010,Incident,Australia,Non-Fatal,Boeing 747-422,Commercial,0.0,0.0,0.0,246.0
2010,Accident,United States,Non-Fatal,Piper Pa-24-260B,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Robinson R44,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Aerostar S57A,Instructional,0.0,0.0,1.0,2.0
2010,Accident,United States,Non-Fatal,Robinson R44,Business,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Schweizer Sgs136,Instructional,0.0,1.0,0.0,0.0
2010,Accident,United States,Fatal,Ayres S2R,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,2.0
2010,Incident,United States,Non-Fatal,Boeing 757,Commercial,0.0,0.0,0.0,112.0
2010,Accident,Philippines,Fatal,Robinson R44,Business,4.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Ayres S2R,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,Australia,Fatal,Bell 206,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,1.0,0.0
2010,Incident,United States,Non-Fatal,Airbus A319-132,Commercial,0.0,0.0,0.0,140.0
2010,Accident,United States,Non-Fatal,Ayres S2R-R1340,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,Venezuela,Fatal,Cessna 182,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Pzl M18,Aerial Application,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,27.0
2010,Accident,United States,Non-Fatal,Dehavilland Beaver Dhc-2 Mk.1,Instructional,0.0,0.0,0.0,3.0
2010,Accident,Denmark,Non-Fatal,Boeing 777,Commercial,0.0,0.0,2.0,209.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,1.0,1.0,0.0
2010,Accident,United States,Fatal,Schweizer 269C-1,Instructional,1.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Lepow Prgsv Aerdyn Sea Rey,Instructional,0.0,2.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Beech C24R,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Aveko Vl-3 Lsa,Instructional,0.0,0.0,2.0,0.0
2010,Accident,United States,Non-Fatal,Great 2T-1A-2,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-44-180,Instructional,0.0,0.0,0.0,3.0
2010,Accident,United States,Fatal,Robinson R22 Beta,Instructional,1.0,0.0,0.0,0.0
2010,Accident,United States,Fatal,Cessna U206F,Business,1.0,0.0,4.0,0.0
2010,Accident,United States,Non-Fatal,Beech C90,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Beech F33,Instructional,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Airbus A330-323,Commercial,0.0,0.0,0.0,454.0
2010,Accident,United States,Non-Fatal,Beech B19,Instructional,0.0,0.0,2.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Beech 60,Instructional,1.0,0.0,1.0,0.0
2010,Accident,United Kingdom,Non-Fatal,Cessna 525,Business,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Air At602,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-46-310P,Instructional,0.0,1.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Air At-402B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Texas Oh-13E/M74,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,0.0
2010,Incident,Netherlands,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,214.0
2010,Accident,Canada,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,3.0,0.0,33.0
2010,Incident,Greece,Non-Fatal,Boeing 767,Commercial,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,American 7Gcbc,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,North Snj-4,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Czech Sportcruiser,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper/Wally'S J3C-65,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Air At-402B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,5.0
2010,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 150G,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Aerospatiale As350,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Lockheed P2V-5,Aerial Application,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Beech C23,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Pridmore Lancair Iv,Business,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,3.0,2.0,40.0
2010,Accident,United States,Non-Fatal,Piper Pa28R,Instructional,0.0,2.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Lawwill Zodiac 601Xl,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Diamond Da 40,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Luscombe 8E,Instructional,0.0,2.0,0.0,0.0
2010,Accident,United States,Fatal,Robinson R44,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Rockwell S-2R,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer Sgs 1-26B,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Bell Oh-58A,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Wsk M-18A,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Fatal,Cessna 421,Business,3.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Air At602,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Garlick Oh-58A+,Aerial Application,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Continental Tomcat Mk6B,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Boeing 767,Commercial,0.0,0.0,1.0,201.0
2010,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-25-260,Aerial Application,0.0,1.0,0.0,0.0
2010,Incident,United States,Non-Fatal,Mcdonnell Md-88,Commercial,0.0,0.0,0.0,111.0
2010,Accident,United States,Non-Fatal,Cessna A185F,Business,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Bell 206,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Robinson R44 Ii,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna A188B,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Aeronca 11Ac,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Air At-401,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Aero S2R,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 150M,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Air 502B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Cessna 180,Instructional,1.0,0.0,0.0,1.0
2010,Accident,United States,Fatal,Bell 47G-4A,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Hawker 390,Business,0.0,0.0,2.0,0.0
2010,Accident,United States,Non-Fatal,Garlick Oh-58A+,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Bell 206,Aerial Application,0.0,1.0,0.0,0.0
2010,Incident,Japan,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-36-285,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,Uruguay,Fatal,Bell 206B,Business,1.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer Sgs 2-33Ak,Instructional,0.0,1.0,0.0,0.0
2010,Incident,United States,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Fatal,American 7Gcbc,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Garlick Oh-58A,Aerial Application,0.0,0.0,1.0,0.0
2010,Incident,United States,Non-Fatal,Boeing 767-322,Commercial,0.0,6.0,0.0,184.0
2010,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 414,Business,0.0,0.0,0.0,5.0
2010,Accident,United States,Non-Fatal,Pzl M18,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Fatal,Beech 58,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Fatal,Air At-802A,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Embraer Erj 170 100 Se,Commercial,0.0,0.0,1.0,73.0
2010,Accident,United States,Non-Fatal,Evektor-Aerotechnik Sportstar Plus,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-44-180,Instructional,0.0,3.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Embraer Emb-145Xr,Commercial,0.0,0.0,0.0,50.0
2010,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Aeronca 11Cc,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Piper Pa28R,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Boeing 767,Commercial,0.0,0.0,1.0,193.0
2010,Accident,United States,Non-Fatal,Cessna Tp206B,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Gulfstream-Schweizer Gulfstream Am G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Schweizer 269C-1,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Piper Pa-22-150,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Cessna 310C,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Grob-Werke G 120A,Instructional,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Airbus A320-232,Commercial,0.0,7.0,0.0,84.0
2010,Accident,United States,Non-Fatal,Air At-401,Aerial Application,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Diamond Da 20-C1,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Fatal,Piper Pa-28-161,Instructional,1.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Champion Aeronca 7Hc,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Fatal,Remos Remos G-3/600,Instructional,1.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cirrus Sr22,Instructional,0.0,0.0,0.0,2.0
2010,Accident,Spain,Fatal,Cessna A188,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Fatal,Cessna 182C,Business,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Ayres S2R-G10,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Schweizer 164B,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,Turks And Caicos,Fatal,Boeing 747-44Af,Commercial,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna T188C,Aerial Application,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Boeing 737-7H4,Commercial,0.0,0.0,0.0,133.0
2010,Accident,United States,Non-Fatal,Cessna P210N,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-28R-200,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Aerospatiale Sa315,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Fatal,Cessna 182T,Business,1.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Ayres S2R-G10,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa46-310P,Business,0.0,0.0,0.0,1.0
2010,Accident,Australia,Fatal,Cessna 188,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Mooney M20J,Business,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Airbus A320-214,Commercial,0.0,0.0,0.0,190.0
2010,Accident,United States,Non-Fatal,Robinson R44 Ii,Business,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Air At-301,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Bell Oh-58A,Aerial Application,0.0,0.0,0.0,1.0
2010,Incident,France,Non-Fatal,Mcdonnell Md11,Commercial,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Cessna 320,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Skykits Savannah,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Hiller Uh-12E,Aerial Application,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Gulfstream-Schweizer Gulfstream Am G-164B,Aerial Application,0.0,0.0,1.0,0.0
2010,Incident,China,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,4.0
2010,Incident,Afghanistan,Non-Fatal,Mcdonnell Md-11F,Commercial,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Aero S2R,Aerial Application,0.0,0.0,1.0,0.0
2010,Incident,Germany,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Bell Oh-58A,Aerial Application,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Boeing A75N1,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Cessna 172M,Instructional,0.0,2.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Bell 47G,Aerial Application,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Bombardier Cl600 2D24,Commercial,0.0,0.0,0.0,4.0
2010,Accident,United States,Non-Fatal,Cessna 172Rg,Instructional,0.0,1.0,1.0,0.0
2010,Incident,United States,Non-Fatal,Bombardier Cl600 2B19,Commercial,0.0,0.0,0.0,39.0
2010,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-46-350P,Business,0.0,0.0,0.0,5.0
2010,Incident,United Kingdom,Non-Fatal,Cessna 680,Business,0.0,0.0,0.0,8.0
2010,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 195,Instructional,0.0,0.0,0.0,2.0
2010,Accident,Argentina,Fatal,Piper Pa38,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,1.0,52.0
2010,Accident,United States,Non-Fatal,Cessna 182P,Business,0.0,1.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Rockwell S-2R,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,0.0,0.0,2.0
2010,Incident,South Korea,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 180,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Evolution Revo,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Grumman G-164,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,0.0,1.0,1.0
2010,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Piper Pa-12,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Schweizer 269C,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Antares Ma-33M R582,Instructional,0.0,1.0,1.0,0.0
2010,Incident,United States,Non-Fatal,Short Shorts Sc7 Skyvan,Instructional,0.0,0.0,0.0,2.0
2010,Incident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,53.0
2010,Accident,United States,Fatal,American 8Kcab,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Hawker Mk-20 Sea Fury,Business,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Cirrus Sr20,Instructional,0.0,1.0,0.0,0.0
2010,Accident,United Kingdom,Fatal,Agusta A109,Business,3.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Piper Pa-28R-200,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Fatal,Cessna 340A,Business,3.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Boeing 757-223,Commercial,0.0,0.0,0.0,160.0
2010,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,142.0
2010,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,2.0,0.0,0.0
2010,Incident,New Zealand,Non-Fatal,De Dhc8,Commercial,0.0,0.0,0.0,49.0
2010,Accident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,41.0
2010,Accident,United States,Non-Fatal,Bombardier Cl-600-2B19,Commercial,0.0,0.0,0.0,37.0
2010,Incident,Germany,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Siai-Marchetti S.205/22R,Business,0.0,0.0,1.0,0.0
2010,Accident,United States,Non-Fatal,Bombardier Dhc-8-402,Commercial,0.0,0.0,0.0,77.0
2010,Accident,United States,Fatal,Piper Pa-44-180,Instructional,4.0,0.0,0.0,0.0
2010,Incident,United States,Non-Fatal,Boeing 737-832,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,2.0
2010,Accident,Colombia,Fatal,Bell 412Ep,Business,3.0,0.0,0.0,0.0
2010,Accident,United States,Fatal,Cessna 150J,Instructional,1.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Hiller-Rogerson Uh12E,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Embraer Erj 170-200 Lr,Commercial,0.0,0.0,0.0,80.0
2010,Accident,United States,Fatal,Diamond Da20-C1,Instructional,2.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Halbrook Rans S-6S,Instructional,0.0,0.0,0.0,2.0
2010,Accident,Brazil,Fatal,Piper Pa-25,Aerial Application,1.0,0.0,0.0,0.0
2010,Accident,Canada,Fatal,Hawker F33A,Instructional,3.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,0.0,1.0,48.0
2010,Accident,United States,Non-Fatal,Bombardier Cl-600-2C10,Commercial,0.0,0.0,0.0,69.0
2010,Accident,United States,Non-Fatal,Burkhart G-103A Twin Ii Acro,Instructional,0.0,0.0,0.0,2.0
2010,Incident,Germany,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Champion 7Kcab,Instructional,0.0,0.0,0.0,2.0
2010,Incident,Japan,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,3.0
2010,Accident,United States,Non-Fatal,Embraer Emb-135Lr,Commercial,0.0,9.0,1.0,19.0
2010,Accident,United States,Non-Fatal,Piper Pa 28-181,Instructional,0.0,1.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Taylorcraft Bc-65,Instructional,0.0,0.0,0.0,4.0
2010,Incident,Canada,Non-Fatal,Boeing 737-823,Commercial,0.0,0.0,0.0,111.0
2010,Accident,United States,Non-Fatal,Bellanca 7Kcab,Instructional,0.0,1.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,0.0,0.0,1.0
2010,Accident,Antarctica,Non-Fatal,Boeing 767,Commercial,0.0,2.0,1.0,181.0
2010,Accident,United States,Non-Fatal,Bombardier Cl-600-2C10,Commercial,0.0,0.0,0.0,37.0
2010,Accident,United States,Non-Fatal,Robinson R44 Ii,Instructional,0.0,0.0,0.0,2.0
2010,Incident,United States,Non-Fatal,Diamond Da 40,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,1.0
2010,Incident,United States,Non-Fatal,Boeing 737-832,Commercial,0.0,0.0,0.0,92.0
2010,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Aeronca 7Ccm,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Mooney M20J,Instructional,0.0,0.0,1.0,1.0
2010,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,0.0,0.0,2.0
2010,Accident,United States,Non-Fatal,Cessna T182T,Business,0.0,2.0,0.0,0.0
2010,Accident,United States,Non-Fatal,Boeing 737-7H4,Commercial,0.0,0.0,0.0,222.0
2010,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,0.0,0.0,1.0
2010,Accident,United States,Non-Fatal,Apollo As-Iii,Instructional,0.0,0.0,0.0,2.0
2010,Incident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,122.0
